iso_codes,n_feat,cwals_old,cwals_new,id,genus,name
ljp,10,0.29999999999999993,0.29999999999999993,lmp,Lampungic,Lampung
lkr,9,0.6666666666666666,0.6666666666666666,par,Nilotic,Päri
lkt,24,0.4263392857142857,0.3819444444444445,lkt,Core Siouan,Lakhota
lln,12,0.4916666666666667,0.4708333333333333,lel,East Chadic,Lele
llp,1,0,0,ngu,Oceanic,Nguna
lmc,5,0.8333333333333334,0.8,lml,Limilngan,Limilngan
lml,2,0.5,0.5,rag,Oceanic,Raga
lmn,9,0.4444444444444444,0.4444444444444444,lmn,Indic,Lamani
lmu,1,0,0,lmu,Oceanic,Lamen
lnb,3,0.33333333333333337,0.33333333333333337,mhu,Bantoid,Mbalanhu
lnj,6,0.6666666666666666,0.6666666666666666,agt,Northern Pama-Nyungan,Anguthimri
lob,1,0.5,0.3333333333333333,lob,Southern-Central Gur,Lobi
log,4,0.375,0.33333333333333337,lgt,Moru-Ma'di,Logoti
loj,6,0.16666666666666666,0.16666666666666666,lou,Oceanic,Lou
lol,2,0.5,0.5,mgo,Bantoid,Mongo
los,11,0.20454545454545453,0.1818181818181818,lon,Oceanic,Loniu
loy,1,1,1,brl,Bodic,Baragaunle
loz,2,0.5,0.5,loz,Bantoid,Lozi
lrg,7,0.7142857142857143,0.7142857142857143,lar,Laragia,Laragia
lti,4,1,1,let,Central Malayo-Polynesian,Leti
lua,1,1,1,blu,Bantoid,Bena-Lulua
lub,3,0.6666666666666666,0.6666666666666666,kil,Bantoid,Kiluba
lue,25,0.6002380952380952,0.5666666666666667,luv,Bantoid,Luvale
lug,12,0.7708333333333333,0.75,lda,Bantoid,Luganda
lui,7,0.8571428571428571,0.8571428571428571,lui,California Uto-Aztecan,Luiseño
lun,9,0.6666666666666666,0.6666666666666666,lbu,Bantoid,Lunda
luo,12,0.5833333333333334,0.5833333333333334,luo,Nilotic,Luo
lus,11,0.1818181818181818,0.1818181818181818,miz,Kuki-Chin,Mizo
lut,1,1,1,lus,Central Salish,Lushootseed
luy,1,1,1,luy,Bantoid,Luyia
lvk,26,0.5988553113553113,0.5512820512820513,lav,Lavukaleve,Lavukaleve
lwm,2,1,1,NA,NA,NA
lwo,2,1,1,jlu,Nilotic,Luwo
lww,7,0.42857142857142855,0.42857142857142855,lew,Oceanic,Lewo
lzz,3,0.9444444444444444,0.9333333333333333,laz,Kartvelian,Laz
mad,3,0.5972222222222222,0.5333333333333333,mdr,Malayo-Sumbawan,Madurese
mag,2,1,1,mgh,Indic,Magahi
mah,1,1,1,msh,Oceanic,Marshallese
mai,11,0.45454545454545453,0.4242424242424242,mai,Indic,Maithili
mak,1,1,1,mks,South Sulawesi,Makassar
mal,10,0.575,0.5714285714285714,mym,Southern Dravidian,Malayalam
mam,14,0.47619047619047616,0.4714285714285714,mam,Mayan,Mam
maq,3,0.6666666666666666,0.6666666666666666,mzc,Popolocan,Mazatec (Chiquihuitlán)
mar,12,0.5604166666666667,0.5337301587301587,mhi,Indic,Marathi
mas,12,0.5892857142857143,0.5694444444444444,maa,Nilotic,Maasai
mau,5,0.8,0.8,mzh,Popolocan,Mazatec (Huautla)
mbb,8,0.375,0.375,mwb,Greater Central Philippine,Manobo (Western Bukidnon)
mbc,17,0.6019607843137255,0.5911764705882353,mac,Cariban,Macushi
mbj,2,0.3333333333333333,0.25,nad,Nadahup,Nadëb
mbl,1,1,1,max,Maxakalí,Maxakalí
mbp,2,0.25,0.16666666666666666,dam,Arhuacic,Damana
mbq,8,0.75,0.75,msn,Oceanic,Maisin
mcb,3,0.33333333333333337,0.33333333333333337,mch,Pre-Andine Arawakan,Machiguenga
mcd,3,1,1,shh,Panoan,Sharanahua
mcf,1,0.3333333333333333,0.2,myr,Panoan,Matsés
mch,7,0.8571428571428571,0.8571428571428571,cde,Cariban,Carib (De'kwana)
mcn,5,0.4,0.4,mas,Masa,Masa
mco,5,0.4,0.4,mco,Mixe-Zoque,Mixe (Coatlán)
mcr,1,1,1,mey,Angan,Menya
mcs,3,1,1,mmi,Mbumic,Mambai
mdd,6,0,0,mbm,Mbumic,Mbum
mde,16,0.6640625,0.6428571428571428,mab,Maban,Maba
mdi,5,0.8,0.8,mmv,Mangbutu-Efe,Mamvu
mdj,8,0.625,0.625,mbt,Mangbetu,Mangbetu
mdm,5,0.4,0.4,myg,Ubangi,Mayogo
mdq,3,1,1,mbl,Bantoid,Mbole
mdw,1,0,0,mdw,Bantoid,Mbosi
mdx,4,0.6416666666666666,0.5208333333333334,diz,Dizoid,Dizi
mdy,1,1,1,mle,North Omotic,Maale
mec,11,0.6363636363636364,0.6363636363636364,mra,Mara,Mara
mei,1,0.6666666666666666,0.6,mid,Nubian,Midob
mej,10,0.5,0.5,mea,East Bird's Head,Meyah
mek,2,1,1,mke,Oceanic,Mekeo
men,11,0.43939393939393934,0.3939393939393939,mde,Western Mande,Mende
mep,3,0.6666666666666666,0.6666666666666666,mir,Jarrakan,Miriwung
meu,11,0.2954545454545455,0.2727272727272727,mtu,Oceanic,Motu
mev,10,0.225,0.2,man,Eastern Mande,Mano
mez,9,0.8888888888888888,0.8888888888888888,men,Algonquian,Menomini
mfc,6,0.8333333333333334,0.8333333333333334,mba,Ubangi,Mba
mfe,1,0.3333333333333333,0,mcr,Creoles and Pidgins,Mauritian Creole
mfi,6,0.6666666666666666,0.6666666666666666,mlg,Biu-Mandara,Malgwa
mfr,3,0.5,0.4444444444444444,mrh,Bringen,Marrithiyel
mgd,8,0.625,0.625,mou,Moru-Ma'di,Moru
mge,1,1,1,mgq,Bongo-Bagirmi,Mango
mgf,3,0.6666666666666666,0.6666666666666666,mkl,Bulaka River,Maklew
mgh,4,1,1,NA,NA,NA
mgl,7,0.2857142857142857,0.2857142857142857,mlu,Oceanic,Maleu
mgp,5,0.8,0.8,mag,Mahakiranti,Magar
mgr,3,1,1,mmw,Bantoid,Mambwe
mgu,2,0.5,0.5,mgi,Mailuan,Magi
mgw,6,0.6666666666666666,0.6666666666666666,mtb,Bantoid,Matuumbi
mhd,1,1,1,mbg,Southern Cushitic,Mbugu
mhi,11,0.25,0.2181818181818182,mad,Moru-Ma'di,Ma'di
mhj,7,0.6666666666666666,0.6571428571428571,mog,Mongolic,Moghol
mhk,4,0.75,0.75,mgk,Bantoid,Mungaka
mhq,11,1,1,mdn,Core Siouan,Mandan
mhr,10,0.7,0.7,mme,Mari,Mari (Meadow)
mhs,1,0.5,0.3333333333333333,buu,Central Malayo-Polynesian,Buru
mhu,8,0.8348214285714286,0.7916666666666666,dig,Digaroan,Digaro
mhx,6,0,0,mru,Burmese-Lolo,Maru
mhy,2,0,0,myn,Barito,Ma'anyan
mhz,2,1,1,mor,South Halmahera - West New Guinea,Mor
mie,7,0.14285714285714288,0.14285714285714288,mxo,Mixtecan,Mixtec (Ocotepec)
mif,3,0,0,mof,Biu-Mandara,Mofu-Gudur
mig,26,0.4283424908424908,0.3756410256410257,mxc,Mixtecan,Mixtec (Chalcatongo)
mik,9,1,1,mki,Muskogean,Mikasuki
mil,9,0.33333333333333337,0.33333333333333337,mxp,Mixtecan,Mixtec (Peñoles)
mim,1,1,1,mxl,Mixtecan,Mixtec (Alacatlatzala)
min,11,0.0909090909090909,0.0909090909090909,min,Malayo-Sumbawan,Minangkabau
mio,7,0.42857142857142855,0.42857142857142855,mxj,Mixtecan,Mixtec (Jicaltepec)
miq,9,0.5185185185185185,0.5,mis,Misumalpan,Miskito
miy,1,0,0,mxt,Mixtecan,Mixtec (Ayutla)
miz,1,0,0,mxz,Mixtecan,Mixtec (Coatzospan)
mjd,9,1,1,knw,Maiduan,Konkow
mjg,11,0.42424242424242425,0.41818181818181815,mgg,Mongolic,Mangghuer
mjk,1,1,1,mtk,Oceanic,Matukar
mjw,10,0.65,0.6333333333333333,mik,Kuki-Chin,Mikir
mkd,6,0.33333333333333337,0.33333333333333337,mcd,Slavic,Macedonian
mkf,13,0.4923076923076923,0.4807692307692307,miy,West Chadic,Miya
mkj,18,0.36527777777777776,0.33333333333333337,mok,Oceanic,Mokilese
mks,1,0,0,mxs,Mixtecan,Mixtec (Silacayoapan)
mky,21,0.3329365079365079,0.28095238095238095,tab,South Halmahera - West New Guinea,Taba
mkz,8,0.125,0.125,mkj,Makasae-Fataluku-Oirata,Makasae
mla,1,0.5,0.4,tmm,Oceanic,Tamabo
mlm,2,0.125,0,mul,Kam-Tai,Mulao
mlp,3,1,1,mug,Madang,Bargam
mlq,4,0.75,0.75,maw,Western Mande,Maninka (Western)
mls,12,1,1,msl,Maban,Masalit
mlt,8,0.4875,0.44791666666666663,mlt,Semitic,Maltese
mlu,1,0,0,toq,Oceanic,Toqabaqita
mlv,7,0.4642857142857143,0.42857142857142855,mwo,Oceanic,Mwotlap
mme,8,0,0,mae,Oceanic,Mae
mmn,6,0.16666666666666669,0.16666666666666669,mmn,Greater Central Philippine,Mamanwa
mmy,2,1,1,mig,East Chadic,Migama
mna,2,0.5,0.5,mmb,Oceanic,Mangap-Mbula
mnb,12,0.6666666666666666,0.6666666666666666,mna,Celebic,Muna
mnc,6,0.8333333333333334,0.8333333333333334,mnc,Tungusic,Manchu
mnf,1,1,1,mud,Bantoid,Mundani
mni,24,0.5435515873015873,0.4742063492063492,mei,Kuki-Chin,Meithei
mnk,3,0.5,0.4444444444444444,mdk,Western Mande,Mandinka
mnr,7,0.8571428571428571,0.8571428571428571,mno,Numic,Mono (in United States)
mns,14,0.6571428571428571,0.6428571428571429,mns,Ugric,Mansi
mnw,11,0.022727272727272724,0,mon,Monic,Mon
mnx,4,0.75,0.75,sgb,East Bird's Head,Sougb
mnz,2,0.5,0.5,mni,Wissel Lakes-Kemandoga,Moni
moc,8,0.75,0.75,mcv,South Guaicuruan,Mocoví
moe,4,0.625,0.5833333333333333,mtg,Algonquian,Montagnais
moh,10,0.7,0.7,moh,Northern Iroquoian,Mohawk
moj,2,0.5,0.5,mnz,Ubangi,Munzombo
mok,2,0.5,0.5,mri,NA,Moraori
mop,2,0.5,0.5,mop,Mayan,Mopan
mor,12,0.5833333333333334,0.5833333333333334,mro,Heiban,Moro
mos,8,0.625,0.625,moo,Northern-Central Gur,Mooré
mov,1,0,0,moj,Yuman,Mojave
moz,2,1,1,mko,East Chadic,Mokilko
mpb,7,0.6071428571428571,0.5782312925170068,mlk,Northern Daly,Malakmalak
mpc,24,0.6581845238095239,0.6329365079365079,myi,Mangarrayi,Mangarrayi
mpe,7,0.8571428571428571,0.8571428571428571,maj,Surmic,Majang
mph,23,0.6436335403726708,0.6086956521739131,mau,Iwaidjan,Maung
mpj,1,0.2,0,mnj,Western Pama-Nyungan,Mantjiltjara
mpk,7,0.5714285714285714,0.5714285714285714,mbr,Biu-Mandara,Mbara
mpm,3,0.08333333333333334,0,mxy,Mixtecan,Mixtec (Yosondúa)
mpq,7,0.7857142857142857,0.7714285714285715,mts,Panoan,Matis
mpt,10,0.7,0.7,mpt,Ok,Mian
mqf,2,1,1,mqf,Momuna,Momuna
mqm,5,0.2,0.2,NA,NA,NA
mqs,9,0.5185185185185185,0.5,wma,North Halmaheran,West Makian
mqy,6,0.16666666666666666,0.16666666666666666,mng,Central Malayo-Polynesian,Manggarai
mra,2,0.16666666666666666,0,mlm,Khmuic,Mlabri (Minor)
mrc,24,0.7499007936507937,0.7186507936507937,mar,Yuman,Maricopa
mrg,4.5,0.8928571428571428,0.8809523809523809,mhl,Tani,Miri (Hill):
mrh,6,0.16666666666666666,0.16666666666666666,cmr,Kuki-Chin,Chin (Mara)
mri,27,0.19413580246913584,0.12345679012345677,mao,Oceanic,Maori
mrq,5,0.2,0.2,NA,NA,NA
mrt,14,0.5535714285714286,0.5238095238095238,mrg,Biu-Mandara,Margi
mrz,13,0.6032051282051282,0.5576923076923077,mrd,Marind,Marind
msj,3,1,1,ma,Ubangi,Ma
mso,1,1,1,mom,NA,Mombum
msu,4,0.5,0.5,msm,Oceanic,Musom
msy,2,1,1,mkr,Mikarew,Mikarew
mte,4,0.5,0.5,moa,Oceanic,Mono-Alu
mtg,17,0.6661764705882353,0.6470588235294118,una,Mek,Una
mua,7,0.4642857142857143,0.42857142857142855,mdg,Mbumic,Mundang
mug,9,0.33333333333333337,0.33333333333333337,mgu,Biu-Mandara,Musgu
mur,16,0.6479166666666667,0.5997023809523809,mrl,Surmic,Murle
mus,5,1,1,crk,Muskogean,Creek
muz,7,0.8571428571428571,0.8571428571428571,mur,Surmic,Mursi
mva,14,0.5297619047619048,0.5,mnm,Oceanic,Manam
mvb,1,1,1,mtl,Athapaskan,Mattole
mvf,4,1,1,ord,Mongolic,Ordos
mvn,1,1,1,mnv,Oceanic,Minaveha
mwe,8,0.96875,0.9583333333333334,mwe,Bantoid,Mwera
mwf,2,0.625,0.5,mpa,Murrinh-Patha,Murrinh-Patha
mwp,1,0.875,0.8571428571428571,kly,Northern Pama-Nyungan,Kala Lagaw Ya
mwv,1,1,1,mnt,Northwest Sumatra-Barrier Islands,Mentawai
mww,1,0.25,0,hmd,Hmong-Mien,Hmong Daw
mxj,2,1,1,mij,Tani,Miju
mxk,2,0.625,0.5,mbo,NA,Monumbo
mxp,1,1,1,mth,Mixe-Zoque,Mixe (Tlahuitoltepec)
mxt,2,0,0,mja,Mixtecan,Mixtec (Jamiltepec)
mxu,2,0,0,mda,Biu-Mandara,Mada (in Cameroon)
mxx,10,0,0,mka,Western Mande,Mauka
mya,24,0.3344742063492063,0.2509920634920635,brm,Burmese-Lolo,Burmese
myb,8,0.8125,0.7916666666666666,mby,Bongo-Bagirmi,Mbay
mye,1,0,0,mpo,Bantoid,Mpongwe
myh,17,0.5044117647058823,0.47058823529411764,mak,Southern Wakashan,Makah
mym,8,0.875,0.875,mee,Surmic,Me'en
myp,23,0.522360248447205,0.45289855072463764,prh,Mura,Pirahã
myu,3,0.75,0.6666666666666666,muu,Munduruku,Mundurukú
myv,10,0.9,0.9,moe,Mordvin,Mordvin (Erzya)
mzb,1,1,1,bmz,Berber,Berber (Mzab)
mzh,25,0.4464285714285714,0.42000000000000004,wch,Matacoan,Wichí
mzm,11,0.14393939393939392,0.0909090909090909,mum,Mumuye-Yandang,Mumuye
mzn,2,0.5,0.5,mzn,Iranian,Mazanderani
mzp,3,0.33333333333333337,0.33333333333333337,mov,NA,Movima
nab,10,0.8714285714285714,0.8666666666666667,nmb,Nambikuaran,Nambikuára (Southern)
naf,9,0.7407407407407407,0.7333333333333333,nab,Finisterre-Huon,Nabak
nag,1,0.5,0.3333333333333333,npn,Creoles and Pidgins,Naga Pidgin
nak,12,0.4930555555555555,0.45833333333333337,nak,Oceanic,Nakanai
nal,2,0,0,nal,Oceanic,Nalik
nam,3.5,0.9,0.9,ngg,Ngankikurungkurr,Ngan'gityemerri
naq,24,0.39603174603174607,0.3392857142857143,kho,Khoe-Kwadi,Nama
nas,7,0.7142857142857143,0.7142857142857143,nas,East Bougainville,Nasioi
nau,1,1,1,nau,Oceanic,Nauruan
nav,19,0.506578947368421,0.4736842105263158,nav,Athapaskan,Navajo
nbc,9,0.6666666666666666,0.6666666666666666,chg,Northern Naga,Chang
nbi,7,0.5357142857142857,0.5238095238095238,nma,Kuki-Chin,Naga (Mao)
nbj,4,0.75,0.75,bnr,Western Pama-Nyungan,Bilinarra
nbl,10,0.7,0.7,ndb,Bantoid,Ndebele (in South Africa)
nbm,2,0.375,0.3333333333333333,nbm,Ubangi,Ngbaka (Ma'bo)
ncb,3,0.33333333333333337,0.33333333333333337,nic,Nicobarese,Nicobarese
nce,6,0.8333333333333334,0.8333333333333334,nag,Yale,Nagatman
ncg,10,0.14285714285714288,0.13333333333333333,nsg,Tsimshianic,Nisgha
ncj,5,0.8,0.8,nhn,Aztecan,Nahuatl (North Puebla)
nck,3,0.5833333333333334,0.5555555555555556,nkk,Nakkara,Nakkara
ncl,8,0.625,0.625,nhm,Aztecan,Nahuatl (Michoacán)
ncz,1,1,1,nat,NA,Natchez
ndi,1,0,0,sle,Samba-Duru,Samba Leko
ndo,12,0.5833333333333334,0.5833333333333334,ndo,Bantoid,Ndonga
ndt,6,0.5,0.5,mga,Ubangi,Mondunga
ndv,7,0.5714285714285714,0.5714285714285714,ndt,Cangin,Ndut
ndz,1,0.75,0.6666666666666666,ndg,Ubangi,Ndogo
nee,1,0.25,0,nel,Oceanic,Nelemwa
nen,1,0,0,nne,Oceanic,Nengone
nep,9,0.8518518518518519,0.8444444444444444,nep,Indic,Nepali
new,9,0.64375,0.6375,new,Mahakiranti,Newari (Kathmandu)
ney,2,0,0,ney,Kru,Neyo
nez,20,0.6725000000000001,0.65,nez,Sahaptian,Nez Perce
nfl,1,0,0,ayw,Oceanic,Ayiwo
nga,2,0.5,0.5,ngb,Gbaya-Manza-Ngbaka,Ngbaka (Minagende)
ngi,9,0.4444444444444444,0.4444444444444444,ngz,West Chadic,Ngizim
ngk,4,1,1,nkb,Gunwinygic,Ngalkbun
ngo,6,0.6666666666666666,0.6666666666666666,ngo,Bantoid,Ngoni
nhe,8,0.625,0.625,NA,NA,NA
nhg,21,0.45595238095238094,0.42857142857142855,nht,Aztecan,Nahuatl (Tetelcingo)
nhn,1,1,1,nhc,Aztecan,Nahuatl (Central)
nhu,9,0.4444444444444444,0.4444444444444444,non,Bantoid,Noni
nhw,8,0.625,0.625,NA,NA,NA
nhx,2,1,1,nmi,Aztecan,Nahuatl (Mecayapan Isthmus)
nia,10,0.6166666666666667,0.6,nia,Northwest Sumatra-Barrier Islands,Nias
nid,6,1,1,ngn,Ngandi,Ngandi
nig,14,0.6130952380952381,0.5857142857142857,ngl,Ngalakan,Ngalakan
nih,2,1,1,nyh,Bantoid,Nyiha
nio,9,0.6666666666666666,0.6666666666666666,nga,Samoyedic,Nganasan
nir,5,0.5,0.39999999999999997,nim,NA,Nimboran
nit,13,0.6461538461538462,0.6346153846153846,NA,NA,NA
niu,12,0.16666666666666669,0.16666666666666669,niu,Oceanic,Niuean
niv,24,0.6960813492063492,0.6509920634920635,niv,NA,Nivkh
niy,19,0.5021929824561403,0.46842105263157896,nti,Lendu,Ngiti
njb,5,1,1,noc,Northern Naga,Nocte
njh,7,0.7857142857142857,0.7619047619047619,lot,Kuki-Chin,Lotha
njm,6,0.33333333333333337,0.33333333333333337,NA,NA,NA
njo,11,0.6818181818181818,0.6666666666666666,ao,Kuki-Chin,Ao
nju,6,0.6666666666666666,0.6666666666666666,mrj,Western Pama-Nyungan,Mirniny
njz,7,0.5714285714285714,0.5714285714285714,nis,Tani,Nyishi
nko,8,0.5625,0.5416666666666666,nkn,Kwa,Nkonya
nkr,1,1,1,nkr,Oceanic,Nukuoro
nld,16,0.3307291666666667,0.30208333333333337,dbr,Germanic,Dutch (Brabantic)
nlg,4,0.25,0.25,gel,Oceanic,Gela
nll,5,0.47857142857142854,0.4,nah,NA,Nahali
nmd,5,0.4,0.4,ndu,Bantoid,Ndumu
nmf,8,0.9375,0.9166666666666666,ngt,Kuki-Chin,Naga (Tangkhul)
nmm,1,1,1,nmm,Bodic,Manange
nmn,1,1,1,xoo,Tu,!Xóõ
nmu,14,0.7797619047619048,0.75,mne,Maiduan,Maidu (Northeast)
nnb,3,1,1,nde,Bantoid,Nande
nni,11,0.4545454545454545,0.4545454545454545,NA,NA,NA
nnk,2,0.5,0.5,nnk,Finisterre-Huon,Nankina
nnm,8,0.375,0.375,nam,Yellow River,Namia
noa,6,1,1,wau,Choco,Waunana
nob,12,0.45833333333333337,0.4444444444444444,nor,Germanic,Norwegian
nog,6,1,1,nog,Turkic,Noghay
noo,4,0.9166666666666666,0.875,nuu,Southern Wakashan,Nuuchahnulth
npa,8,0.7083333333333334,0.7,nph,Bodic,Nar-Phu
nrb,7,0.6071428571428571,0.5714285714285714,nar,Nara,Nara (in Ethiopia)
nri,6,0.33333333333333337,0.33333333333333337,NA,NA,NA
nrz,6,0.6666666666666666,0.6666666666666666,all,Oceanic,Ala'ala
nse,3,0.6666666666666666,0.6666666666666666,nse,Bantoid,Nsenga
nsm,9,0.7962962962962963,0.7592592592592593,sem,Kuki-Chin,Sema
nsn,3,0.6666666666666666,0.6666666666666666,neh,Oceanic,Nehan
nso,6,0.6666666666666666,0.6666666666666666,stn,Bantoid,Sotho (Northern)
nst,1.5,1,1,jug,Northern Naga,Jugli
nsz,6,0.8333333333333334,0.8333333333333334,nsn,Maiduan,Nisenan
ntj,4,1,1,ntj,Western Pama-Nyungan,Ngaanyatjarra
ntm,1,1,1,ntn,Northern-Central Gur,Nateni
nto,1,1,1,nto,Bantoid,Ntomba
ntp,12,0.8333333333333334,0.8333333333333334,tpn,Tepiman,Tepehuan (Northern)
nuk,5,0.8,0.8,kyq,Southern Wakashan,Kyuquot
num,3,0,0,nif,Oceanic,Niuafo'ou
nun,1,0.3333333333333333,0.2,ano,Nungish,Anong
nup,7,0.19047619047619047,0.14285714285714288,nup,Nupoid,Nupe
nus,8,0.625,0.625,nue,Nilotic,Nuer
nut,10,0.025000000000000005,0,nun,Kam-Tai,Nung (in Vietnam)
nux,2,1,1,mhk,Tama Sepik,Mehek
nuy,22,0.6098484848484849,0.5833333333333333,nug,Nunggubuyu,Nunggubuyu
nvm,9,0.6944444444444444,0.6666666666666666,NA,NA,NA
nxg,8,0,0,ngd,Central Malayo-Polynesian,Ngad'a
nxl,11,0.4545454545454545,0.4545454545454545,NA,NA,NA
nxn,5,0.8,0.8,ngw,Northern Pama-Nyungan,Ngawun
nya,7,0.8571428571428571,0.8571428571428571,cic,Bantoid,Chichewa
nyh,4,0.625,0.5833333333333334,nyn,Nyulnyulan,Nyigina
nyi,6,0.5,0.5,nyi,Nyimang,Nyimang
nyj,1,0.75,0.6666666666666666,nng,Bantoid,Nyanga
nym,10,0.7,0.7,nym,Bantoid,Nyamwezi
nyn,8,0.75,0.75,rny,Bantoid,Runyankore
nyo,3,1,1,rru,Bantoid,Runyoro-Rutooro
nyt,4,0.375,0.33333333333333337,nya,Northern Pama-Nyungan,Nyawaygi
nyv,9,0.6666666666666666,0.6666666666666666,nyu,Nyulnyulan,Nyulnyul
nzk,6,0.6666666666666666,0.6666666666666666,nza,Ubangi,Nzakara
nzm,6,0.16666666666666669,0.16666666666666669,nze,Kuki-Chin,Naga (Zeme)
oaa,7,0.8857142857142857,0.8571428571428571,ork,Tungusic,Orok
oci,1,0.75,0.6666666666666666,occ,Romance,Occitan
ocu,10,0.7,0.7,ocu,Matlatzincan,Ocuilteco
ogo,11,0.3787878787878788,0.36363636363636365,kan,Cross River,Kana
ogu,9,0.5555555555555556,0.5555555555555556,obg,Cross River,Ogbronuagum
ojg,12,0.5333333333333333,0.5208333333333334,NA,NA,NA
ojs,1,1,1,ojs,Algonquian,Ojibwa (Severn)
oka,2,1,1,oka,Interior Salish,Okanagan
okv,5,0.8,0.8,oro,Binanderean,Orokaiva
old,1,1,1,cga,Bantoid,Chaga
oma,3,1,1,omh,Core Siouan,Omaha
omb,7,0.19047619047619047,0.17142857142857143,aml,Oceanic,Ambae (Lolovoli Northeast)
ona,10,0.375,0.2833333333333333,sel,Chon Proper,Selknam
one,26,0.5553571428571429,0.5192307692307693,ond,Northern Iroquoian,Oneida
ong,8,0.625,0.625,olo,Wapei-Palei,Olo
ons,4,0.4375,0.41666666666666663,ono,Finisterre-Huon,Ono
ood,11.5,0.6375,0.6347222222222222,nev,Tepiman,Nevome
oon,8,0.78125,0.75,ong,South Andamanese,Onge
opm,6,0.6666666666666666,0.6666666666666666,oks,NA,Oksapmin
opt,8,0.625,0.625,eud,Opata-Eudeve,Eudeve
ori,7,0.9523809523809523,0.9428571428571428,oya,Indic,Oriya
osa,9,0.2222222222222222,0.2222222222222222,osa,Core Siouan,Osage
oss,10,0.625,0.6,oss,Iranian,Ossetic
ote,16,0.40089285714285716,0.3541666666666667,otm,Otomian,Otomí (Mezquital)
otm,1,0.125,0,ots,Otomian,Otomí (Sierra)
otr,4,1,1,otr,Heiban,Otoro
otw,12,0.5333333333333333,0.5208333333333334,NA,NA,NA
otz,1,1,1,oix,Otomian,Otomí (Ixtenco)
oym,5,0.6,0.6,way,Tupi-Guaraní,Wayampi
pab,1,0,0,prc,Central Arawakan,Paresi
pac,1,1,1,pac,Katuic,Pacoh
pad,21,0.5757936507936507,0.5493197278911565,pau,Arauan,Paumarí
pag,7,0.5357142857142857,0.47619047619047616,pnn,Northern Luzon,Pangasinan
pam,4,0.75,0.75,kpm,Central Luzon,Kapampangan
pan,21,0.5785714285714285,0.558390022675737,pan,Indic,Panjabi
pao,11,0.4621212121212121,0.4363636363636364,pno,Numic,Paiute (Northern)
par,11,0.4727272727272728,0.45454545454545453,tsh,Numic,Tümpisa Shoshone
pau,16,0.44218750000000007,0.4,pal,Palauan,Palauan
pav,26,0.2687271062271062,0.2115384615384615,war,Chapacura-Wanham,Wari'
paw,11,0.8636363636363636,0.8484848484848485,pwn,Caddoan,Pawnee
pay,3,0.75,0.6666666666666666,pec,Paya,Pech
pbb,11,0.7954545454545454,0.7922077922077922,pae,Páezan,Páez
pbi,2,0.5,0.5,pod,Biu-Mandara,Podoko
pbr,1,1,1,png,Bantoid,Pangwa
pbs,5,0.6,0.6,pam,Pamean,Pame
pcc,3,0,0,yay,Kam-Tai,Yay
pce,4,0.0625,0,NA,NA,NA
peb,9,0.9444444444444444,0.9333333333333333,pme,Pomoan,Pomo (Eastern)
peh,5,0.8,0.8,bao,Mongolic,Bao'an
pei,2,0.5,0.5,cjo,Chichimec,Chichimeca-Jonaz
pej,1,1,1,pmn,Pomoan,Pomo (Northern)
pes,26,0.5241758241758242,0.4798534798534798,prs,Iranian,Persian
pia,9,0.7222222222222222,0.7037037037037037,pba,Tepiman,Pima Bajo
pib,6,0.6666666666666666,0.6666666666666666,pir,Purus,Piro
pid,8,0.75,0.75,pia,Piaroa,Piaroa
pif,1,1,1,pgl,Oceanic,Pingilapese
pip,8,0.5625,0.55,per,West Chadic,Pero
pit,9,0.7111111111111111,0.6944444444444444,ppi,Central Pama-Nyungan,Pitta Pitta
piv,1,0.2,0,pil,Oceanic,Pileni
pjt,11,0.5257575757575758,0.45454545454545453,pit,Western Pama-Nyungan,Pitjantjatjara
pko,9,0.7777777777777778,0.7777777777777778,pkt,Nilotic,Pokot
plg,10,0.7,0.7,pga,South Guaicuruan,Pilagá
plh,9,0.4722222222222222,0.4444444444444444,plh,Central Malayo-Polynesian,Paulohi
plo,1,0.6666666666666666,0.6,olu,Mixe-Zoque,Olutec
plt,27,0.3087742504409171,0.24691358024691357,mal,Barito,Malagasy
plu,10,0.4666666666666667,0.45,plk,Eastern Arawakan,Palikur
pma,21,0.5297619047619048,0.5079365079365079,pms,Oceanic,Paamese
pmi,7,0.7142857142857143,0.7142857142857143,NA,NA,NA
pmj,7,0.7142857142857143,0.7142857142857143,NA,NA,NA
png,1,0,0,awk,Kainji,Akwa
pnw,5,0.8333333333333334,0.7666666666666666,pny,Western Pama-Nyungan,Panyjima
poe,2,1,1,psj,Popolocan,Popoloca (San Juan Atzingo)
poi,6,0.8333333333333334,0.8333333333333334,zqs,Mixe-Zoque,Popoluca (Sierra)
pol,14,0.5297619047619048,0.5153061224489796,pol,Slavic,Polish
pom,20,0.7047619047619047,0.6523809523809524,pso,Pomoan,Pomo (Southeastern)
pon,11,0.40909090909090906,0.3939393939393939,poh,Oceanic,Pohnpeian
poo,2,0.26666666666666666,0.1,pmc,Pomoan,Pomo (Central)
por,16,0.453125,0.4375,por,Romance,Portuguese
pos,1,0,0,say,Mixe-Zoque,Sayula Popoluca
pot,1,0,0,pot,Algonquian,Potawatomi
poy,1,1,1,pog,Bantoid,Pogoro
ppk,2,0.625,0.5,uma,Celebic,Uma
ppl,17,0.507563025210084,0.49019607843137253,pip,Aztecan,Pipil
ppo,6,0.6666666666666666,0.6666666666666666,pdp,Teberan,Folopa
